,Id,ProductId,Summary,Text
3987,3988,B0044YQFDE,"Tasty, spicy, and rich salsa","At my local Costco store, I bought Pace salsa numerous times. The salsa tastes feel rich and I love the jalepenos Pace puts in the salsa. Spicy, but not too the point where I'm sweating and can't enjoy my salsa and chips.<br /><br />The salsa doesn't feel watered down and this is a great ""go to"" salsa choice."
3990,3991,B00110FN28,"Yummy, indulgent tasting cookie",These are really great tasting cookies. I like the combination of peanut butter and chocolate. A nice change from the usual chocolate chip cookies.
4011,4012,B000UZVPKO,"Healthy, tasty, convenient, and not too expensive","Sardines are a useful item to stock for times when you want to add a bit of protein to your meal without breaking the bank. I like that they are lower in mercury than big fish are, and high in omega fats. The skinless ones are much better tasting in my opinion--regular sardines taste a bit too oily, fishy, and strong to me. They are fairly neutral with the absence of added oil or much salt and this makes them versatile--I sometimes add lemon and mayonnaise for a sandwich filling, mix with egg, oatmeal, onion and lemon and fry for a fish patty, or add them to a salad. Although I think these from Roland are very good, I liked the Seasons skinless sardines, which are also sold by Amazon, even better for flavor and texture."
4030,4031,B000LQNBJA,Kuhflecken chocolate bar,"This is a favorite chocolate bar of several family members, made so by a visit to Germany. Hard to find in the States. Glad to know where to get them."
4031,4032,B002U5A85U,The best soda ever!,"Yum!  I could live off of this stuff.  The peach flavor is refreshing and delicious. It's no longer sold where I live, and I really miss it.  (Can't even get it from Amazon.)  It's just too good to be discontinued."
4034,4035,B001LNSRXW,EXCELLENT,"THIS IS AN EXCELLENT PRODUCT. ID DOES WHAT IT SAYS, IT WILL BRING SHINE AND HEALTH TO YOUR PETS COAT, AND THE DOGS LOVE IT."
4035,4036,B00115KS8M,Packaged Red Wheat Seeds,"I was looking for a healthy alternative to regular wheat grass which is becoming harder to find in health stores... and this is not just for me! I also grow this in trays for my 2 cats who live indoors, deprived of valuable natural chlorophyll. All mammals need it, and we are now enjoying a strong, healthy organically grown variety which is easy to grow and lasts a long time. Wheat grass has larger blades than lawn grass which does not induce the cats to being sick. They crave it and are very healthy with glossy soft coats, their energy levels are better, and they are playing more. Both are perfectly healthy. Chlorophyll is kind of like eating liquid sunshine mixed in with vegetation. It does a body good! If you care about your (or other) bodies, then get this very nice product. The shipping is fast and it is packaged well. The cans are sealed well with a tight-fitting lid. Yes, I am going to continue ordering from this vendor again. They have exactly what I am looking for."
4036,4037,B000CMHMUC,Reboot your snack processors,"I wanted to give these soy crisps more justice than just the 5 stars (and ordering them all the time).  I bought a bag of these Sea Salt flavor crisps and a bag of BBQ crisps about a month ago, in a bid to eat more healthy food.  I've always loved BBQ chips, especially Ruffles and Lays K.C. Masterpiece chips, but they've got to be killing me slowly, right?  So I busted open the BBQ soy crisps and gagged.  How could this be BBQ?  They tasted like cardboard, and I gave them to my friends who will eat anything.  I begrudgingly opened the Sea Salt bag, and though more palatable, I was still disappointed.  (I know...""I thought you said 5 stars.""  It gets better.)<br /><br />Anyway, I had sworn off chips and midday snacking, so for two weeks I saw nothing on the counter but Genisoy Soy Crisps.  I'd eat two or three here and there, and when I ran out, I bought 2 bags of the Sea Salt flavor again.  What happened must be akin to rebooting your computer or defragging your hard drive--my body forgot what those strong BBQ flavored chips were like, and I started craving Soy Crisps.  I began to taste a delicious roasted soybean flavor, like those roasted and salted soy beans they sell in jars, which I had completely missed before, apparently because it wasn't a sweet, red-crusted, overbearing BBQ powder.  I polished the next bags off in three days.<br /><br />Now, I'm ordering 12 here on Amazon ($1 cheaper per bag than my local grocery store which seems to want to punish my wallet for trying to eat healthy food).  My advice is this--give these soy crisps a chance, but don't mix them in with your regular Doritos and BBQ Ruffles or you'll think they're awful.  Stop eating, for a month, the oily BBQ chips that have deadened your taste buds for years and reboot your taste buds with these markedly healthier chips.  You'll feel better about snacking!"
4056,4057,B006JW4TQE,"Yes, it really is Umm Umm Good!",This has been my favorite soup since childhood.  I was pleased to find it available on Amazon.com at a very reasonable price.  Now I plan to keep a good supply on hand at all times!
4057,4058,B001SAZIPS,Soooooo Delicious!!!!,"Zomg these cookies are sooo good!! I just bought some at the grocery store today after craving raspberry sweets. Wow, was this more than what I was expecting. Between the chocolate, the raspberry and the cookie it's heavenly. They actually put a nice and consistent amount of filling in these unlike most store bought brands. I would definitely recommend them, and I will surely buy them again when I'm having a raspberry and chocolate craving."
4059,4060,B000EY7P96,So very good,"My girlfriend and I bought some of this at stater bros for 4 or 5 bucks. Worth every penny. We use this on sandwiches instead of mayo. It is the best stuff. It's not healthy at all, in fact it is really bad for you, so keep that in mind."
4063,4064,B001EW5YQS,Simple plug and play that just worked - period.,"I bought the Blue Icicle because I had to quickly record some trumpet lines and I didn't have an interface. Well, actually, I did pick up an open box unit that didn't work because they couldn't provide me with the external power supply, so I took it back and got the Icicle as a quick fix that would get me where I needed to go in a timely manner.<br /><br />Hardware: iMac, dual core 2.0 GHz processor and 4 GB or RAM. OS 10.5.8.<br />Software: Garage Band.<br />Mic: Shure SM57.<br /><br />Pros. For recording trumpet with an SM57 it was perfect. Clear sound, low noise, LOTS of signal. With the gain a little over half way on the Icicle and about 58% in Garage Band I got hot horn lines with gain to spare.  Any hotter and they would have started clipping, so it definitely gave enough signal to get the job done.<br /><br />Cons. The gain knob has no dial or indicators for how far you have turned it - it has to be done by feel making it almost impossible to duplicate your settings exactly. This could be improved with a knob with an arrow and a marked dial so you can see where it's set. It also feels a bit cheap - it's lightweight and feels almost fragile. Treated with care it's fine, but I doubt it would take much abuse before it would break and I have been ultra careful with it because it feels so lightweight and cheap.  I also used it as recommended in the accompanying literature and didn't plug it directly into the back of the mic - I used it with a mic cable.<br /><br />For what I needed it was perfect - simple plug and play that got good sound into my computer, and it worked well in a pinch.  I just wish it was a little higher quality in terms of construction.  A bit heavier and a better dial for the analog gain, and I would have rated it a full 5 stars but as it is, I can at best give it 4."
